filename,MAE,Cosine Distance
Charles_Kartman_0001,0.26165375113487244,0.595
Charles_Schumer_0001,0.265300989151001,0.488
Chris_Rock_0001,0.2672102153301239,0.501
Christine_Baumgartner_0001,0.18638132512569427,0.547
Christine_Baumgartner_0002,0.21141807734966278,0.504
Colin_Farrell_0001,0.17198370397090912,0.422
Colin_Farrell_0002,0.2709274888038635,0.491
Colin_Farrell_0003,0.27656126022338867,0.571
Colin_Farrell_0004,0.20489723980426788,0.501
Dalai_Lama_0001,0.25978192687034607,0.282
Daniel_Radcliffe_0001,0.20352084934711456,0.371
Daryl_Hannah_0001,0.23440562188625336,0.207
David_Anderson_0001,0.225799098610878,0.121
David_Beckham_0001,0.17412643134593964,0.438
David_Beckham_0009,0.22025516629219055,0.377
David_Beckham_0011,0.21484535932540894,0.481
David_Beckham_0013,0.30033811926841736,0.336
David_Beckham_0015,0.2709467113018036,0.49
David_Beckham_0020,0.24044197797775269,0.496
David_Beckham_0027,0.31788691878318787,0.446
