filename,MAE,Cosine Distance
0445/Felipe_De_Borbon_0001,0.21328827738761902,-0.022
0446/Frank_Cassell_0002,0.3479367196559906,0.038
0447/Frank_Cassell_0003,0.2806414067745209,0.149
0448/Fred_Durst_0001,0.203118234872818,0.111
0449/Fred_Durst_0001,0.195138081908226,-0.061
0450/Fujio_Cho_0001,0.2974677085876465,-0.053
0451/Fujio_Cho_0002,0.30509376525878906,-0.049
0452/Fujio_Cho_0003,0.2071332037448883,0.011
0453/Fujio_Cho_0006,0.23107144236564636,0.052
0454/Gabriel_Farhi_0001,0.309989869594574,-0.002
0455/Gao_Qiang_0002,0.3375733196735382,0.084
0456/Gary_Stevens_0001,0.18206359446048737,0.135
0457/Geoff_Hoon_0001,0.3974212408065796,-0.032
0458/Geoff_Hoon_0003,0.33198779821395874,0.018
0459/Geoff_Hoon_0005,0.2108580768108368,0.135
0460/George_Brumley_0001,0.20131640136241913,-0.163
0461/George_Brumley_0001,0.18765203654766083,-0.024
0462/George_Brumley_0002,0.24872714281082153,0.105
0463/George_Papandreou_0002,0.22177648544311523,-0.088
0464/George_Papandreou_0004,0.32425352931022644,-0.028
0465/George_Papandreou_0004,0.2345445603132248,0.089
0466/Ghassan_Elashi_0001,0.28702017664909363,-0.01
0467/Gloria_Allred_0002,0.2411736398935318,-0.086
0468/Greg_Kinsey_0001,0.28470203280448914,0.048
0469/Greg_Ostertag_0002,0.2133767008781433,0.131
0470/Greg_Owen_0001,0.16587571799755096,-0.039
0471/Greg_Owen_0002,0.24735000729560852,0.052
0472/Gretchen_Mol_0001,0.2106759399175644,0.155
0473/Gunilla_Backman_0001,0.2270115464925766,0.022
